id,imageUrl,title,gmtTime,sourceStr,sourceIconUrl,page,team_id,article_content,lead
ftbpro_01jf66bhnvry,"https://images2.minutemediacdn.com/image/upload/c_crop,w_1718,h_966,x_0,y_56/c_fill,w_912,h_516,f_auto,q_auto,g_auto/images/GettyImages/mmsport/90min_en_international_web/01jf66ry48s3fh0yzjf3.jpg",Southampton part company with manager Russell Martin,2024-12-15T22:26:58.000Z,90min,https://images.fotmob.com/image_resources/news/small90min.png,{'url': '/embed/news/01jf66bhnvry/southampton-part-company-manager-russell-martin'},8650,Impossible de récupérer le contenu de cet article.,
3CFA482B58C73E40BAB2CC975ADF3939,https://e0.365dm.com/24/11/1920x1080/skysports-arne-slot-liverpool_6738858.jpg?20241104153313,Liverpool latest: Van Dijk hopes risk-taking is rewarded this season,2024-12-15T17:05:00.000Z,Sky Sports,https://images.fotmob.com/image_resources/news/skysports.png,{'url': 'http://www.skysports.com/football/live-blog/11669/13025501/liverpool-transfer-news-rumours-and-gossip-live-updates-and-latest-on-deals-signings-loans-and-contracts'},8650,"



Football
                                        
 Sorry, this blog is currently unavailable. Please try again later. 



                            © 2024 Sky UK
                        ",
290985B8007064A589495AC25E85775D,https://www.thisisanfield.com/wp-content/uploads/1-circle-collage4.jpg,"“We’re a squad, we’re a team” – Harvey Elliott shows maturity in search of playing time",2024-12-15T16:22:13.000Z,This is Anfield,https://images.fotmob.com/image_resources/news/this_is_anfield.png,{'url': 'https://www.thisisanfield.com/2024/12/were-a-squad-were-a-team-harvey-elliott-shows-maturity-in-search-of-playing-time/'},8650,"

						This Is Anfield
					
 LFC CHRISTMAS GIFTS Harvey Elliott has displayed his ever-improving maturity and team ethic, insisting that the team comes first in his search for more regular playing time. The 21-year-old has suffered a frustrating season to date, not starting a single game for Liverpool due to injury problems. Elliott broke his foot on England under-21 duty back in September and only returned to the fold earlier this month. On Saturday, the midfielder was introduced as a second-half substitute in Liverpool’s 2-2 draw at home to Fulham, coming within inches of curling home against his former club.  Speaking to LFCTV, Elliott made it clear that the team comes first, even though he would clearly love to be more of a key man under Arne Slot. “It’s just about waiting for your time,” Elliott said. “We’re a squad, we’re a team. Some games you might not be needed and [others], for example like today, players are needed. “Like Jots, just come back from injury and he got the equaliser. We all have to be ready, we all have to be prepared to come on and impact the game, impact the team.   “We’re all together as one, we’re a squad and we’re going to need everyone.” Elliott also discussed the never-say-die attitude of this Liverpool side, as they twice came from behind with 10 men to earn a draw on Saturday. “Coming from behind to get the draw, as much as we want the win, I think we should be proud of ourselves,” he added. “We could have won it as well but a draw is better than a loss, even though we wanted three points. If we want to go far this season, this is what we need to do.   “When times are tough, we need to show as a team and as a club that we’re going to fight for everything and I think today was a prime example of that.” Elliott has a tough job on his hands breaking into Liverpool’s strongest XI, given the level of midfield depth at Slot’s disposal. The boyhood Reds supporter lacks the dynamism of Ryan Gravenberch, Dominik Szoboszlai and Curtis Jones, which works against him, but he arguably possesses more guile than any of them.  Elliott’s ability to weave his magic in tight spaces and pick out a pass is a potent weapon, with the youngster completing all three of his long balls in his short cameo on Saturday, per FotMob. He will know that there is huge competition for places, however, and he will have to bide his time, especially after such a lengthy injury absence. It’s easy to forget that only Darwin Nunez (54) made more appearances for Liverpool last season than Elliott (53), but it’s now a case of nailing down that precious starting berth more regularly. Get our free app © Copyright This Is Anfield 2024",
D7B0F77AC8CE07CC6B196A3FDA4BA01E,https://www.thisisanfield.com/wp-content/uploads/craigjohnstonedit.jpg,Liverpool legend in tears on “emotional” Anfield return – “I can’t find the words”,2024-12-15T14:43:18.000Z,This is Anfield,https://images.fotmob.com/image_resources/news/this_is_anfield.png,{'url': 'https://www.thisisanfield.com/2024/12/liverpool-legend-in-tears-on-emotional-anfield-return-i-cant-find-the-words/'},8650,"

						This Is Anfield
					
 LFC CHRISTMAS GIFTS Liverpool legend Craig Johnston was in tears after making a long-awaited return to Anfield on Saturday, describing how “emotional” an occasion it was. The Australian winger was a hugely popular figure for the Reds between 1981 and 1988, playing a major role during a trophy-laden period. Johnston made 271 appearances, scoring 40 goals and registering 39 assists, winning five First Division titles and one European Cup, among other trophies. • READ: LFC legend retired early before inventing world’s most popular football boot He also famously scored against Everton in the 1986 FA Cup final, netting in a 3-1 win for the Reds, which was always going to etch his name into the club’s history. Johnston has only made very sporadic returns to Anfield in the decades since, having been forced to leave and return to Australia to look after his ill sister, who suffered a brain injury.  One such trip took place on Saturday, and speaking to LFCTV before Liverpool’s 2-2 draw at home to Fulham, the visibly emotional 64-year-old discussed how special it was being back. “Just hearing you speak makes it emotional,” Johnston said.  “I kind of left in a bit of a hurry and obviously there is obviously a lot of stuff underneath that I never talked about and never discussed and never been back. “So unfortunately it is emotional. People might think I’m a bit soft, I’m not soft. I just appreciate living in this city for so long, nine years, and all of the stuff that happened while I was here. It’s just magic. “I can’t find the words sometimes to describe it. But it’s certainly emotional.   “But once I get through the emotion, I’m OK. But just hearing your voice and being here, it just makes it very real, you know?” While clearly a poignant afternoon for Johnston, he still had time to poke fun at his former teammates, when asked about meeting up with them again. “I won’t be emotional about seeing them, I’ll knock them out actually, some of them!” he joked. “Some of them owe me money, so that’s a different thing.  “The city, the culture, that time frame where we were the best in the world by a long, long way. That’s the stuff that gets me.” It is touching to see Johnston so moved at being back at Anfield, highlighting why Liverpool is such a special club that stays in players’ hearts long after they have left. Unfortunately, Arne Slot‘s Reds side couldn’t produce a win against Fulham on the former winger’s return, but he will hopefully have had a day to treasure. Get our free app © Copyright This Is Anfield 2024",
ftbpro_01jf52b9mary,"https://images2.minutemediacdn.com/image/upload/c_crop,w_3253,h_1829,x_0,y_93/c_fill,w_912,h_516,f_auto,q_auto,g_auto/images/GettyImages/mmsport/90min_en_international_web/01jf52k2fx6tbmshmkzz.jpg",Juventus star's agent reveals Liverpool transfer snub,2024-12-15T14:00:01.000Z,90min,https://images.fotmob.com/image_resources/news/small90min.png,{'url': '/embed/news/01jf52b9mary/juventus-stars-agent-reveals-liverpool-transfer-snub'},8650,Impossible de récupérer le contenu de cet article.,
81483F197423AFBD7AB55EBC19D753D3,https://www.thisisanfield.com/wp-content/uploads/2024-11-30-032-Everton_U18_Liverpool_U18-1.jpg,Defender signed from Man City debuts in Liverpool U18s win days after move,2024-12-15T12:20:35.000Z,This is Anfield,https://images.fotmob.com/image_resources/news/this_is_anfield.png,{'url': 'https://www.thisisanfield.com/2024/12/defender-signed-from-man-city-debuts-in-liverpool-u18s-win-days-after-move/'},8650,"

						This Is Anfield
					
 LFC CHRISTMAS GIFTS Liverpool U18s signed off for their winter break with an emphatic 4-2 victory over Wolves, with defender Lucas Clarke debuting days after his move from Man City. U18 Premier League | AXA Training Centre
December 14, 2024 Goals: Sonni-Lambie 23′, Furnell-Gill 29′, Bradshaw 64′ 90+5′; Mane 45+2′, Olagunju 90+1′ The young Reds knew heading into the visit of Wolves to Kirkby that they would not play again for almost a month, with academy fixtures typically taking a break over Christmas. That put the onus on Marc Bridge-Wilkinson’s players to sign off on 2024 on a high – and they certainly managed that. It was a side of mixed experience, including striker Prince Kobe Cisse in an experimental role at right-back, 15-year-old Cam Williams at left-back and both Luca Furnell-Gill and Joe Upton making their first starts in over a month.  But it was also one furnished with talent, as showed with Liverpool taking a 2-0 lead within the first half-hour, first through Josh Sonni-Lambie and then centre-back Furnell-Gill. Wolves grabbed one back before the break through Mateus Mane, but it was clear that the young Reds were in the ascendency with Rio Ngumoha particularly dangerous. HT: Liverpool U18s 2-1 Wolves U18s  Mane looked to grab an equaliser after a brilliant run soon after the restart, but it was Joe Bradshaw who found the back of the net next, the winger making it 3-1 to Liverpool as his shot deflected in. Bridge-Wilkinson made his first change at the break, with returning midfielder Fola Onanuga’s minutes managed with the introduction of Ollie O’Connor, before another substitute made his Liverpool debut on the hour. Clarke, a 16-year-old centre-back, replaced captain Lucas Pitt just three days after announcing his switch from Man City – and the new scholar made a stunning goal-line clearance soon after coming on.   A post shared by Lucas Clarke (@lucasjclarke_)  Furnell-Gill and Ngumoha both had chances to put the game to bed only to be thwarted by Wolves goalkeeper Josh Gracey, but a red card for their defender Myles Dayman set up a chaotic finale. Even with 10 men, Wolves managed to grab one back through Saheed Olagunju, but Bradshaw got his second of the afternoon before full-time to secure a 4-2 win. It capped an excellent first half of the season for Bradshaw, 16, who has now scored six goals and laid on two assists in his last five league games.  In all competitions this season Bradshaw has nine goals and two assists in 16 games, with no player scoring more for Liverpool U18s. The youngsters will now continue to train and likely take in behind-closed-doors friendlies at the AXA Training Centre, but also be given valuable time off with their families before play resumes with the visit of Nottingham Forest on January 11. Liverpool U18s: Hall; Cisse, Furnell-Gill, Pitt (Clarke 58′), Williams; Upton, Onanuga (O’Connor 46′); Bradshaw, Ahmed, Ngumoha; Sonni-Lambie Subs not used: Bernard, Lonmeni, Martin Next match: Nottingham Forest (A) – U18 Premier League – Saturday, January 11, 12pm (GMT) Get our free app © Copyright This Is Anfield 2024",
FF16C475B658E36D9BAEAC1EF425221D,https://www.thisisanfield.com/wp-content/uploads/szobofotmob.jpg,How Dominik Szoboszlai’s tireless display held 10-man Liverpool together,2024-12-15T12:00:23.000Z,This is Anfield,https://images.fotmob.com/image_resources/news/this_is_anfield.png,{'url': 'https://www.thisisanfield.com/2024/12/how-dominik-szoboszlais-tireless-display-held-10-man-liverpool-together/'},8650,"

						This Is Anfield
					
 LFC CHRISTMAS GIFTS Dominik Szoboszlai‘s influence on this Liverpool side is often felt most when he isn’t in the team – but the Hungarian was key with 10 men against Fulham. In many ways, the role Szoboszlai is playing for Arne Slot‘s successful side is similar to that of Gini Wijnaldum under the head coach’s predecessor. Wijnaldum was known as a supreme attacking player when he arrived at Anfield in 2016, but was forced to curb those tendencies until international duty as he instead held things together in midfield. Under Slot, Szoboszlai is similarly, quietly influential, his industry in the middle of the park key to maintaining the control the Dutchman relishes. As stats from FotMob show, that was again evident in Saturday’s 2-2 draw with Fulham, with Liverpool spending 89 minutes – including stoppage time – with 10 men after Andy Robertson‘s red card.    Interestingly, in the 17 minutes leading up to Robertson’s dismissal, no player touched the ball fewer times than Szoboszlai, who saw possession just once. That resulted in a simple 10-yard pass. But by the end of the game, it was only those in Slot’s reshuffled back line – Ryan Gravenberch (83), Trent Alexander-Arnold (83), Virgil van Dijk (83) and Joe Gomez (80) – who had more touches than Szoboszlai (54). Gravenberch (eight), who excelled after dropping into defence, was the only player to win more duels, with Szoboszlai ending the game tied with Gomez, Cody Gakpo and substitute Diogo Jota on five. Szoboszlai also drew the joint-most fouls (two) and won the joint-most tackles (two) with a 100 percent success rate. Only Alisson (10) and Gravenberch (eight) made more ball recoveries (six) which, given the differences in their roles, highlights how effective Liverpool’s No. 8 was in hoovering up possession in midfield.  That is particularly impressive given the Reds were effectively short one midfielder as Gravenberch moved into the back line after Robertson’s red card, with Slot calling on Szoboszlai and Curtis Jones to perform the job of three men. Not only did they do so, then, but Szoboszlai also created more chances than any other Liverpool player (three), combining that relentless energy with a much-needed cutting edge with crisp passing into the final third. And to magnify that, his excellent numbers come despite being substituted in the 79th minute – and Jones shortly beforehand – as Slot rightly acknowledged the physical toll on his midfielders.  The shift Szoboszlai has put in today. I'm tired just watching him. — Sam McGuire (@SamMcGuire90) December 14, 2024   Szoboszlai done the work of about 4 men today, never seen a player work that hard before. — Anfield Sector (@AnfieldSector) December 14, 2024   Dominik Szoboszlai was exceptional yet again, relentless workrate with the extra running required while trying to create chances. Gave absolutely everything again. pic.twitter.com/NmmhENCrHo — Samuel (@SamueILFC) December 14, 2024   The amount of running Szoboszlai and Jones are doing is insane. Respect — ~ (@TheLfcKop) December 14, 2024   Admittedly don't watch football to the detail I used to but that was the best I've seen Szoboszlai play for us — R8 ?? (@Nabyllionaire) December 14, 2024  While it may not be what most expected from Szoboszlai when he made his £60 million move from RB Leipzig last year, performances like these show that he is invaluable to Slot’s Liverpool. The Reds could have wilted with 10 men but the team pulled together and produced an outstanding display that deserved three points – with their man in the middle the glue once again. FotMob is an essential app for every fan to keep up to date with their team or follow football worldwide, their incredible new features provide all you could ever want and information you never knew you needed! You can download the FotMob App here. Get our free app © Copyright This Is Anfield 2024",
4325CA009882F3E08BEA09DDC938B438,https://i2.ytimg.com/vi/ebyWX-Ie2BM/hqdefault.jpg,Video: Jota doing Jota things,2024-12-15T11:45:02.000Z,LFC Official,https://images.fotmob.com/image_resources/news/default.png,{'url': 'https://www.youtube.com/watch?v=ebyWX-Ie2BM'},8650,,
104257E139BC47C9371F6D9348BD16A2,https://www.thisisanfield.com/wp-content/uploads/silvarant.jpg,“You think? Yeah?!” – Marco Silva’s bizarre reaction to question on red cards,2024-12-15T11:16:23.000Z,This is Anfield,https://images.fotmob.com/image_resources/news/this_is_anfield.png,{'url': 'https://www.thisisanfield.com/2024/12/you-think-yeah-marco-silvas-bizarre-reaction-to-question-on-red-cards/'},8650,"

						This Is Anfield
					
 LFC CHRISTMAS GIFTS Fulham manager Marco Silva produced a strange response to being asked about red card decisions against Liverpool, fuming at a reporter in the process. The Reds had every right to feel aggrieved at some of the calls that went against them on Saturday, not least a dreadful tackle from Andreas Pereira on Ryan Gravenberch. The Fulham midfielder raked the Achilles of the Dutchman but only received a yellow card, prior to then opening the scoring for the visitors. The performance of referee Tony Harrington and VAR left a lot to be desired, with the home crowd fuming at various decisions, feeling that Fulham got the rub of the green.    ""If you're asking me about 50/50 moments we are going to be here all afternoon talking, and not about the game"" ? Marco Silva was NOT happy when asked if Issa Diop or Andreas Pereira should have been given red cards ? pic.twitter.com/702KQNEcIb — Sky Sports Premier League (@SkySportsPL) December 14, 2024  Despite this, a very defensive Silva bizarrely reacted in spiky fashion when a reporter asked him if he felt his side benefited from decisions. “You think? Yeah?!” said Silva. “And the fouls from Liverpool, they are not close to red cards, no? “I didn’t see these moments, but you have all of them. If I go inside, I can probably give you some more 50/50 decisions from the referee, but you have two [tackles from Diop and Pereira].   “If you go through the whole game, you are going to see 50/50s against them, for sure. “I want to talk about the game, but if you are asking me about two 50/50 moments, we are going to be here all afternoon.  “It’s better to talk about the game. It’s tough to play at Anfield and I think our guys did really well.”  All managers are biased and will naturally stick up for their own team, but Silva’s reaction was still strange.  While rival supporters naturally like to think Liverpool constantly benefit from refereeing decisions at Anfield, the more it appears as though officials turn up looking to do the opposite. Pereira’s aforementioned tackle on Gravenberch was somehow not upgraded to a red card after a VAR check, and other bad calls went against the Reds, including a clear foul on Joe Gomez inside the box. Quite what Silva feels he has to be angry about remains to be seen, but he should feel that his team were fortunate to have 11 men on the pitch throughout. Get our free app © Copyright This Is Anfield 2024",
467F25EEACDF1F5B79061907E7B25D01,https://www.thisisanfield.com/wp-content/uploads/2024-08-25-154-Liverpool_Brentford.jpg,Fans laud Ryan Gravenberch after he “ran the show” – and Arne Slot agrees!,2024-12-15T10:55:28.000Z,This is Anfield,https://images.fotmob.com/image_resources/news/this_is_anfield.png,{'url': 'https://www.thisisanfield.com/2024/12/fans-laud-ryan-gravenberch-after-he-ran-the-show-and-arne-slot-agrees/'},8650,"

						This Is Anfield
					
 LFC CHRISTMAS GIFTS Ryan Gravenberch produced an outstanding performance in Liverpool’s 2-2 draw with Fulham, with his quality lauded by Arne Slot and Reds supporters alike. Two points may have been dropped at Anfield on Saturday, but the fact that Liverpool came from 1-0 and 2-1 down with 10 men made it a solid result overall. Andy Robertson‘s red card forced Slot into some key tactical changes, with the Dutchman admitting that briefly playing Cody Gakpo at left-back didn’t work. His decision to drop Gravenberch into a centre-back role was inspired, however, with the 22-year-old excelling there, as well as in midfield later on. He completed 96 percent of his passes, per FotMob, as well as making eight recoveries and driving Liverpool forward in the second half. Gravenberch’s display caught the eye of plenty of Reds supporters on X, as his fantastic season continues.  Gravenberch ran the show from CB DM RB LB you name it. Generational talent pic.twitter.com/uuC07GqOCa — Sibi (@SibiLFC) December 14, 2024   Jota praise is everywhere, and rightfully so. However, that Gravenberch cameo at CB is something I'll never forget.  I still can't believe what I saw — ? (@DxIceGabbana) December 14, 2024   CM to CB back to CM People really need to start realising we’ve got a serious, serious player.  ?? Ryan Gravenberch #lfc pic.twitter.com/TAXS5oWpG8 — The Kop Watch (@TheKopWatch) December 14, 2024   Ryan Gravenberch showed the defensive nous and intelligence today to show why one day he can be the best defensive midfielder itw — . (@disgame23) December 14, 2024   Ryan Gravenberch, I’m running out of words to describe him. He was playing both DM and CB all game and was exceptional again. — Samuel (@SamueILFC) December 14, 2024  Gravenberch’s superb performance wasn’t lost on Slot either, with Liverpool’s head coach hailing his brilliance in a rare role.  “Impressed, like everyone else at the stadium or the ones who saw the game,” Slot said. “Ryan did outstanding, again today. Without the ball, he was mostly in the last line. Had to play sometimes against the number nine and wingers who are really fast.  “And with the ball, he came into the midfield. Outstanding performance from him.” There has been so much to love about Liverpool since Slot has come in, but the rise of Gravenberch has been one of the most pleasing and exciting aspects of the season. After a hit-and-miss first year in a Reds shirt, he has been sensational in 2024/25, starting every Premier League game and looking like one of Europe’s best midfielders. If there were doubts about Gravenberch’s personality holding him back and not reaching his potential, following a failed spell at Bayern Munich, his work ethic against Fulham dispelled that myth.  The Dutchman covered so much ground alongside Dominik Szoboszlai and Curtis Jones when in midfield, but his class in defence was even more impressive. Gravenberch displayed his intelligence and adaptability, slotting into a centre-back role with so much ease that you could be forgiven for thinking he has always been a defender.  At just 22, there is so much more to come, and the current signs suggest Liverpool have a superstar in the making.   Get our free app © Copyright This Is Anfield 2024",
